pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,6,BARRAS DE CEREAL ORIGINAL 15X23 GR,3,13616.00,2,Pedido: 3 1 (normalizado: 69 1; equiv: 3 1),true,false,false
P-00132,5492998066543,0,10040,MANAOS LATA COLA X6 UNIDADES,4,5094.00,3,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00132,5492998066543,0,10131,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,5,1710.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00133,5492999435946,0,10045,SURTIDO MANAOS LATA X6 UNIDADES,5,5094.00,3,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00134,5492999435946,0,4,COPOS DE MAIZ AZUCARADOS 1X200 GR,5,1134.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00134,5492999435946,0,10131,ALAMESA TOSTADAS DE ARROZ CLÁSICAS 1X150GRS GAONA,3,1710.00,3,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00135,5492999435946,0,10160,POMELO ROSADO 500 ML PLACER,2,7083.00,3,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00135,5492999435946,0,10056,CRUNCHIPS COLORES POCKET 1X72GRS GAONA,1,504.00,3,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00135,5492999435946,0,10143,CHOCOLATADA CRUNCHIPS 1X150GR GAONA,4,1026.00,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00135,5492999435946,0,10024,YERBA MATE NATURA ORGANICA 500 G,4,2475.00,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00136,5493416524997,0,284,POMELO BLANCO 600ml X 12 MANAOS,5,9360.00,1,Pedido: 5 1 (normalizado: 60 1; equiv: 5 1),true,false,false
P-00136,5493416524997,0,461,PIMENTON BASILIA 1 X 25GR,5,430.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00136,5493416524997,0,10032,MEZC. HIERBAS HURLINGHAM X25 SAQ. S/S,2,760.00,1,Pedido: 2 1 (normalizado: 50 1; equiv: 2 1),true,false,false
P-00136,5493416524997,0,10026,YERBA MATE NATURA SAB. NARANJA 500 G,5,1550.00,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00137,5493416524997,0,10049,CRUNCHIPS DDL 1X132GRS GAONA,2,1220.00,1,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00137,5493416524997,0,316,AGUA 600ml X12 VILLA MANAOS,5,5950.00,1,Pedido: 5 1 (normalizado: 60 1; equiv: 5 1),true,false,false
P-00137,5493416524997,0,226,Productos varios,5,7665.84,1,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00138,5493416524997,0,10110,BIZCOCHO SALADO 1X180GRS GAONA,3,890.00,1,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00138,5493416524997,0,462,PROVENZAL BASILIA 1X25 GR,3,470.00,1,Pedido: 3 1 (normalizado: 75 1; equiv: 3 1),true,false,false
P-00138,5493416524997,0,436,PALITOS SALADO 5X150G OVNI,5,5720.00,1,Pedido: 5 1 (normalizado: 25 1; equiv: 5 1),true,false,false
P-00139,5493517632424,0,10088,SINFONIA DUO DOS CHOCOLATES 1X50GRS GAONA,5,425.00,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00139,5493517632424,0,10137,VALENCIANO MASITA VAINILLA 1X150GR,1,663.00,4,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00139,5493517632424,0,306,PERA 500ml X12 PLACER,1,6689.50,4,Pedido: 1 1 (normalizado: 12 1; equiv: 1 1),true,false,false
P-00139,5493517632424,0,395,GRANADINA 3 LTS X6 MANAOS,2,9180.00,4,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,false,false
P-00140,5493517632424,0,10088,SINFONIA DUO DOS CHOCOLATES 1X50GRS GAONA,5,425.00,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00140,5493517632424,0,10166,CERVEZA PURA MALTA SMITH 44 LATA 6X473 ML,1,9452.00,4,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00141,5493517632424,0,10126,RECREO SURTIDO 1X300 GRS GAONA,3,1351.50,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00142,5493519107005,0,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,3,2127.50,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00142,5493519107005,0,210,QUESITOS GALACTICOS 1X65GR,5,1115.50,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00143,5493519107005,0,10014,ARITOS GALACTICOS SABOR CEBOLLA X60GR OVNI,4,1276.50,2,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00144,5493519107005,0,10112,CHIPS CHOCOLATE 1X230GRS GAONA,2,1667.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00144,5493519107005,0,10143,CHOCOLATADA CRUNCHIPS 1X150GR GAONA,3,1311.00,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00144,5493519107005,0,312,PERA 1.5 lts. X6 PLACER,5,8602.00,2,Pedido: 5 1 (normalizado: 30 1; equiv: 5 1),true,false,false
P-00144,5493519107005,0,10029,TE VERDE HURLINGHAM X25 SAQ. S/S,3,701.50,2,Pedido: 3 1 (normalizado: 75 1; equiv: 3 1),true,false,false
P-00145,5493874104594,0,10,BARRAS DE CEREAL CHOCOLATE 15X23GR,5,10656.00,3,Pedido: 5 1 (normalizado: 75 1; equiv: 5 1),true,false,false
P-00145,5493874104594,0,10056,CRUNCHIPS COLORES POCKET 1X72GRS GAONA,5,504.00,3,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00145,5493874104594,0,10043,MANAOS LATA POMELO X6 UNIDADES,1,5094.00,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,false,false
P-00146,5493874104594,0,10090,SINFONIA LIMON 1X50GRS GAONA,1,450.00,3,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00146,5493874104594,0,298,UVA 2.25 LTS. X 6 MANAOS,4,10206.00,3,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00146,5493874104594,0,10078,SINFONIA LIMON 1X100GRS GAONA,4,747.00,3,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00147,5493874104594,0,460,PIMIENTA NEGRA MOLIDA BASILIA 1 X 25 GR,3,495.00,3,Pedido: 3 1 (normalizado: 75 1; equiv: 3 1),true,false,false
P-00148,5493876499570,0,464,CONITOS GALACTICOS 1X180GR OVNI,1,4232.00,2,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00148,5493876499570,0,10133,ALAMESA TOSTADAS DE ARROZ SIN SAL 1X150GRS GAONA,5,2185.00,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,false,false
P-00148,5493876499570,0,10053,CRUNCHIPS 1X132GRS GAONA,3,1403.00,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00148,5493876499570,0,319,AGUA BIDON 6lts. VILLA MANAOS,2,2564.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,false,false
P-00149,5493876499570,0,361,F-NANDITO VII SIMPLE 1 LITRO X6,4,6946.00,2,Pedido: 4 1 (normalizado: 24 1; equiv: 4 1),true,false,false
P-00149,5493876499570,0,10054,CRUNCHIPS DARK 1X132GRS GAONA,3,1403.00,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,false,false
P-00149,5493876499570,0,10093,SINFONIA BLACK 1X100GRS GAONA,1,954.50,2,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00149,5493876499570,0,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1529.50,2,Pedido: 4 1 (normalizado: 4 1; equiv: 4 1),true,false,false
P-00150,5493876499570,0,10146,CUBICUB DOS CHOCOLATES 1X100 GR GAONA,1,1092.50,2,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00150,5493876499570,0,10161,SURTIDO MANAOS 1.5 LITROS,1,8912.50,2,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,false,false
P-00151,5493418277249,25004,10161,SURTIDO MANAOS 1.5 LITROS,1,6587.50,1,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1) - promo fase 2,true,true,true
P-00151,5493418277249,25004,437,MAIZ INFLADO / TUTUCA 5X50G OVNI,3,2300.00,1,Pedido: 3 1 (normalizado: 15 1; equiv: 3 1),true,true,false
P-00151,5493418277249,25004,316,AGUA 600ml X12 VILLA MANAOS,1,5950.00,1,Pedido: 1 1 (normalizado: 12 1; equiv: 1 1),true,true,false
P-00151,5493418277249,25004,213,PAPAS FRITAS GALACTICAS 1X90 GR,1,1970.00,1,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,true,false
P-00152,5493587905250,25001,210,QUESITOS GALACTICOS 1X65GR,3,1115.50,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,true,false
P-00152,5493587905250,25001,10096,MAGDALENA CHOCO RELL. DDL 1X215GRS GAONA,3,2127.50,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,true,false
P-00152,5493587905250,25001,10136,VALENCIANO ANILLO LIMON 1X150GRS,3,897.00,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,true,false
P-00153,5493582641213,25002,459,OREGANO BASILIA 1 X 25 GR,2,333.00,3,Pedido: 2 1 (normalizado: 50 1; equiv: 2 1),true,true,false
P-00154,5492991227644,25003,10092,SINFONIA THINS 1X50GRS GAONA,3,425.00,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,true,false
P-00154,5492991227644,25003,10082,SINFONIA DUO DOS CHOCOLATES 1X100GRS GAONA,1,705.50,4,Pedido: 1 1 (normalizado: 1 1; equiv: 1 1),true,true,false
P-00154,5492991227644,25003,10123,PEPA BATATA 1X300GRS GAONA,3,1232.50,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,true,false
P-00155,5493587747641,25005,10009,MAYONESA NATURA 20X125GR,3,17825.00,2,Pedido: 3 1 (normalizado: 60 1; equiv: 3 1),true,true,false
P-00155,5493587747641,25005,10014,ARITOS GALACTICOS SABOR CEBOLLA X60GR OVNI,5,1276.50,2,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,true,false
P-00155,5493587747641,25005,10111,CHIPS CHOCO BLANCO 1X230GRS GAONA,3,1667.50,2,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,true,false
P-00155,5493587747641,25005,10113,CHIPS DDL 1X200GRS GAONA,2,1667.50,2,Pedido: 2 1 (normalizado: 2 1; equiv: 2 1),true,true,false
P-00156,5492614053074,25006,10043,MANAOS LATA POMELO X6 UNIDADES,1,5094.00,3,Pedido: 1 1 (normalizado: 6 1; equiv: 1 1),true,true,false
P-00157,5493514079279,25007,10053,CRUNCHIPS 1X132GRS GAONA,5,1037.00,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,true,false
P-00157,5493514079279,25007,213,PAPAS FRITAS GALACTICAS 1X90 GR,5,1674.50,4,Pedido: 5 1 (normalizado: 5 1; equiv: 5 1),true,true,false
P-00157,5493514079279,25007,10048,CRUNCHIPS MINI 1X70GRS GAONA,3,595.00,4,Pedido: 3 1 (normalizado: 3 1; equiv: 3 1),true,true,false
P-00157,5493514079279,25007,1,VINO LOS DURMIENTES MALBEC 6X750,2,17229.50,4,Pedido: 2 1 (normalizado: 12 1; equiv: 2 1),true,true,false
