pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,BEL-ALM-001,Arroz 2 Hermanos x 5kg,2,8775.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00122,5492612928724,0,BEL-QUE-014,Tybo Unión,5,9000.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00122,5492612928724,0,BEL-ACE-002,Aceite x 10lt,2,26400.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00123,5492612928724,0,BEL-ALM-002,Azúcar x 10kg,4,16807.50,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00124,5492617236955,0,BEL-ACE-001,Aceite de Oliva x 2lt,3,17547.60,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00125,5492617236955,0,BEL-CON-008,Lomito de Atún,4,3450.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00125,5492617236955,0,BEL-ACE-019,Vinagre x 5lt,5,7620.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00126,5492617236955,0,BEL-FIA-004,Jamón Cocido Tacural,2,11176.80,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00127,5492617413812,0,BEL-ACE-005,Aceituna Verde Fileteada x 5kg,1,22200.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00127,5492617413812,0,BEL-FIA-002,Jamón Cocido El Colonial,3,9024.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00128,5492617413812,0,BEL-FIA-006,Jamonada La Tirolesa,3,4560.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00128,5492617413812,0,BEL-CON-009,Morrón Finca de Santiago,2,4086.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00128,5492617413812,0,BEL-FIA-007,Salame Milán La Tirolesa,3,10584.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00128,5492617413812,0,BEL-CON-008,Lomito de Atún,3,3450.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00129,5492617413812,0,BEL-ACE-006,Aceituna Verde N° 0 x 5kg,2,24000.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00129,5492617413812,0,BEL-ACE-017,Mostaza Dánica Individual,2,7422.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00130,5492998066543,0,BEL-FIA-003,Jamón Cocido La Tirolesa,5,7398.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00130,5492998066543,0,BEL-FIA-009,Salame Natural Pig x Unidad,5,3900.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00130,5492998066543,0,BEL-QUE-005,Cheddar Pouch Spalen,1,16111.20,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00130,5492998066543,0,BEL-CON-001,Ananá x 800gr,1,5832.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00131,5492998066543,0,BEL-ACE-002,Aceite x 10lt,2,26400.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00132,5492998066543,0,BEL-FIA-001,Bondiola Natural Pig,4,20027.90,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00133,5492999435946,0,BEL-FIA-002,Jamón Cocido El Colonial,4,9024.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00133,5492999435946,0,BEL-QUE-014,Tybo Unión,2,9000.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00134,5492999435946,0,BEL-CON-002,Caja Puré Triturado 520gr x 16,2,9072.00,3,Pedido: 2 unidad (normalizado: 32 unidad; equiv: 2 unidad),true,false,false
P-00134,5492999435946,0,BEL-ACE-018,Salsa Golf Dánica 3kg,2,13054.50,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00134,5492999435946,0,BEL-QUE-007,Gruyere Oro,2,29604.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00134,5492999435946,0,BEL-ACE-002,Aceite x 10lt,1,26400.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00135,5492999435946,0,BEL-CON-008,Lomito de Atún,3,3450.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00135,5492999435946,0,BEL-QUE-001,Azul Sancarlina,5,13884.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00136,5493416524997,0,BEL-ACE-001,Aceite de Oliva x 2lt,5,17547.60,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00136,5493416524997,0,BEL-QUE-001,Azul Sancarlina,1,13884.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00136,5493416524997,0,BEL-CON-004,Choclo en Grano x 800gr,5,3720.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00136,5493416524997,0,BEL-LAC-001,Crema Doble Crema La Paulina x 5kg,5,49321.20,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00137,5493416524997,0,BEL-ACE-011,Kétchup Dánica 3kg,2,8935.20,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00137,5493416524997,0,BEL-ACE-012,Kétchup Dánica Individual,3,8692.80,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00137,5493416524997,0,BEL-QUE-008,Muzzarella Unión,3,8760.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00138,5493416524997,0,BEL-ACE-019,Vinagre x 5lt,5,7620.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00138,5493416524997,0,BEL-ACE-007,Aceituna Verde N° 2 x 5kg,4,19800.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00139,5493517632424,0,BEL-QUE-006,Cremoso La Paulina,4,8364.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00139,5493517632424,0,BEL-LAC-003,Leche Cotapa Entera x 12lt,3,20160.00,4,Pedido: 3 unidad (normalizado: 36 unidad; equiv: 3 unidad),true,false,false
P-00139,5493517632424,0,BEL-QUE-004,Cheddar Pouch La Paulina,5,28440.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00140,5493517632424,0,BEL-QUE-014,Tybo Unión,5,9000.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00141,5493517632424,0,BEL-ACE-003,Aceituna Negra Fileteada x 5kg,1,24000.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00142,5493519107005,0,BEL-ACE-011,Kétchup Dánica 3kg,1,8935.20,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00142,5493519107005,0,BEL-LAC-004,Manteca x 2.5kg Pilón,4,28552.50,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00142,5493519107005,0,BEL-ACE-001,Aceite de Oliva x 2lt,4,17547.60,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00142,5493519107005,0,BEL-BEB-002,Jugo Limón x 5lt,4,8400.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00143,5493519107005,0,BEL-CON-001,Ananá x 800gr,1,5832.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00144,5493519107005,0,BEL-QUE-005,Cheddar Pouch Spalen,4,16111.20,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00144,5493519107005,0,BEL-FIA-002,Jamón Cocido El Colonial,1,9024.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00144,5493519107005,0,BEL-FIA-006,Jamonada La Tirolesa,3,4560.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00144,5493519107005,0,BEL-FIA-009,Salame Natural Pig x Unidad,5,3900.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00145,5493874104594,0,BEL-LAC-003,Leche Cotapa Entera x 12lt,2,20160.00,3,Pedido: 2 unidad (normalizado: 24 unidad; equiv: 2 unidad),true,false,false
P-00145,5493874104594,0,BEL-QUE-011,Romano Unión,1,9840.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00145,5493874104594,0,BEL-QUE-012,Sardo Oro,3,15000.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00146,5493874104594,0,BEL-LAC-003,Leche Cotapa Entera x 12lt,2,20160.00,3,Pedido: 2 unidad (normalizado: 24 unidad; equiv: 2 unidad),true,false,false
P-00147,5493874104594,0,BEL-QUE-003,Cheddar en Fetas,3,33075.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00147,5493874104594,0,BEL-CON-004,Choclo en Grano x 800gr,2,3720.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00148,5493876499570,0,BEL-QUE-014,Tybo Unión,3,9000.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00148,5493876499570,0,BEL-CON-004,Choclo en Grano x 800gr,2,3720.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00149,5493876499570,0,BEL-ACE-008,Aceituna Verde N° 0 x 1kg,3,7800.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00150,5493876499570,0,BEL-BEB-001,Jugo de Naranja 5lt,1,22950.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00150,5493876499570,0,BEL-FIA-008,Salame Milán Natural Pig,4,8244.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00151,5493418277249,25004,BEL-ACE-018,Salsa Golf Dánica 3kg,1,11096.33,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad) - promo fase 2,true,true,true
P-00151,5493418277249,25004,BEL-LAC-001,Crema Doble Crema La Paulina x 5kg,1,49321.20,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,true,false
P-00151,5493418277249,25004,BEL-QUE-011,Romano Unión,3,9840.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00152,5493587905250,25001,BEL-DUL-001,Pionono,4,2160.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00152,5493587905250,25001,BEL-BEB-001,Jugo de Naranja 5lt,5,22950.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00152,5493587905250,25001,BEL-FIA-002,Jamón Cocido El Colonial,2,9024.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
P-00153,5493582641213,25002,BEL-ALM-004,Sal Fina Celusal 500gr,2,1200.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
P-00154,5492991227644,25003,BEL-FIA-006,Jamonada La Tirolesa,5,4560.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00154,5492991227644,25003,BEL-CON-008,Lomito de Atún,2,3450.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
P-00154,5492991227644,25003,BEL-BEB-001,Jugo de Naranja 5lt,1,22950.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,true,false
P-00154,5492991227644,25003,BEL-QUE-004,Cheddar Pouch La Paulina,5,28440.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00155,5493587747641,25005,BEL-FIA-006,Jamonada La Tirolesa,4,4560.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00155,5493587747641,25005,BEL-QUE-013,Tybo Senda La Paulina,3,11581.20,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00155,5493587747641,25005,BEL-ACE-012,Kétchup Dánica Individual,3,8692.80,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00156,5492614053074,25006,BEL-ACE-003,Aceituna Negra Fileteada x 5kg,2,24000.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
P-00156,5492614053074,25006,BEL-ACE-006,Aceituna Verde N° 0 x 5kg,4,24000.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00157,5493514079279,25007,BEL-QUE-005,Cheddar Pouch Spalen,3,16111.20,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00157,5493514079279,25007,BEL-ACE-016,Mostaza Dánica 3kg,4,6430.80,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00157,5493514079279,25007,BEL-ACE-001,Aceite de Oliva x 2lt,3,17547.60,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00157,5493514079279,25007,BEL-QUE-010,Queso Crema La Paulina,3,30266.40,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
