pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,PSQ-0204,CAJA PIZZA GRANDE ECO VERDE X 100U (1),2,26888.29,2,Pedido: 2 caja (normalizado: 200 caja; equiv: 2 caja),true,false,false
P-00120,5492997489876,25040,PSQ-0543,PERFUMINA X 5L,4,2233.37,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00121,5492612928724,0,PSQ-0721,TRAPO DE PISO BLANCO LA NACIONAL,3,1453.19,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00121,5492612928724,0,PSQ-0550,PLATO 17CM BLANCO X 50 U (20),2,1979.14,2,Pedido: 2 caja (normalizado: 40 caja; equiv: 2 caja),true,false,false
P-00121,5492612928724,0,PSQ-0619,ROLLO DE ALUMINIO X 1KG DPM/INCA (12),5,9238.16,2,Pedido: 5 paquete (normalizado: 60 paquete; equiv: 5 paquete),true,false,false
P-00121,5492612928724,0,PSQ-0582,QUITASARRO GATILLO 500ML PSQ,2,2454.92,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00122,5492612928724,0,PSQ-0198,CAJA EMPANADA X 100U,3,8978.85,2,Pedido: 3 caja (normalizado: 300 caja; equiv: 3 caja),true,false,false
P-00123,5492612928724,0,PSQ-0759,VIRULANA,4,734.14,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00124,5492617236955,0,PSQ-0054,BALDE C/ ESCURRIDOR HACENDOZA 9L,5,4350.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00124,5492617236955,0,PSQ-0619,ROLLO DE ALUMINIO X 1KG DPM/INCA (12),1,8033.18,1,Pedido: 1 paquete (normalizado: 12 paquete; equiv: 1 paquete),true,false,false
P-00125,5492617236955,0,PSQ-0717,TOALLA INTERCALADA EXTRA BLANCO X 2000UNI,3,9287.19,1,Pedido: 3 paquete (normalizado: 6000 paquete; equiv: 3 paquete),true,false,false
P-00125,5492617236955,0,PSQ-0199,CAJA HAMBURGUEZA MICROCORRUGADA X100U,3,22179.71,1,Pedido: 3 caja (normalizado: 300 caja; equiv: 3 caja),true,false,false
P-00125,5492617236955,0,PSQ-0054,BALDE C/ ESCURRIDOR HACENDOZA 9L,5,4350.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00125,5492617236955,0,PSQ-0538,PATO BLOQUE ADH X 3 UNID,4,2796.94,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00126,5492617236955,0,PSQ-0295,DESENGRASANTE 500ML PSQUIMICA,5,1965.87,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00126,5492617236955,0,PSQ-0348,ESCOBILLON ANDEN PLAST 60CM C/CABO,3,7309.92,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00126,5492617236955,0,PSQ-0663,SET LAVANDINA 100LTS,5,24320.00,1,Pedido: 5 set (normalizado: 5 set; equiv: 5 set),true,false,false
P-00127,5492617413812,0,PSQ-0712,TENEDOR BLANCO X 100 (1),3,2360.42,4,Pedido: 3 caja (normalizado: 3 caja; equiv: 3 caja),true,false,false
P-00127,5492617413812,0,PSQ-0550,PLATO 17CM BLANCO X 50 U (20),3,1462.84,4,Pedido: 3 caja (normalizado: 60 caja; equiv: 3 caja),true,false,false
P-00127,5492617413812,0,PSQ-0687,SUAVIZANTE PARA ROPA X1L,1,981.01,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00128,5492617413812,0,PSQ-0616,ROLLO COCINA ELEG 3X50PAÑOS,5,1119.05,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00128,5492617413812,0,PSQ-0180,BOLSAS RESIDUOS 45X60 X 50 UNI,5,1001.04,4,Pedido: 5 paquete (normalizado: 250 paquete; equiv: 5 paquete),true,false,false
P-00128,5492617413812,0,PSQ-0205,CAJA PIZZA GRIS CORRUGADA X 50U,5,19092.83,4,Pedido: 5 caja (normalizado: 250 caja; equiv: 5 caja),true,false,false
P-00129,5492617413812,0,PSQ-0666,SET PERFUMINA 100 LTS,1,12796.48,4,Pedido: 1 set (normalizado: 1 set; equiv: 1 set),true,false,false
P-00130,5492998066543,0,PSQ-0212,CAMISETA 40 X 50 ECO MUNDI POLIM. X PAQ (20),5,1777.68,3,Pedido: 5 paquete (normalizado: 100 paquete; equiv: 5 paquete),true,false,false
P-00130,5492998066543,0,PSQ-0551,PLATO 22CM BLANCO X 50 U (20),1,1936.12,3,Pedido: 1 caja (normalizado: 20 caja; equiv: 1 caja),true,false,false
P-00131,5492998066543,0,PSQ-0727,TRAPO DE PISO MR TRAPO BLANCO,4,811.04,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00131,5492998066543,0,PSQ-0180,BOLSAS RESIDUOS 45X60 X 50 UNI,2,1059.92,3,Pedido: 2 paquete (normalizado: 100 paquete; equiv: 2 paquete),true,false,false
P-00131,5492998066543,0,PSQ-0485,MOPA MR TRAPO,5,1971.52,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00132,5492998066543,0,PSQ-0574,QUITA SARRO X1L,2,872.48,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00132,5492998066543,0,PSQ-0297,DESENGRASANTE P-25 X 1L,5,1305.23,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00132,5492998066543,0,PSQ-0174,BOLSAS CONSORCIO 60X90 X 10 UNI,1,729.67,3,Pedido: 1 paquete (normalizado: 10 paquete; equiv: 1 paquete),true,false,false
P-00133,5492999435946,0,PSQ-0329,ELIMINADOR DE OLORES PSQ X U. (1LT),5,1020.87,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00134,5492999435946,0,PSQ-0735,VASO 110CC PLASTICO TRASLUCIDO X 100 (42),2,7445.89,3,Pedido: 2 caja (normalizado: 84 caja; equiv: 2 caja),true,false,false
P-00134,5492999435946,0,PSQ-0013,ALCOHOL EN GEL X5L,4,14090.54,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00134,5492999435946,0,PSQ-0110,BOLSA KRAFT DELIVERY N°4 12.5 X 7 X 24 X 50 U (20),4,2893.99,3,Pedido: 4 paquete (normalizado: 80 paquete; equiv: 4 paquete),true,false,false
P-00135,5492999435946,0,PSQ-0574,QUITA SARRO X1L,1,872.48,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00135,5492999435946,0,PSQ-0583,RAID CASA Y JARDIN,1,4497.40,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00135,5492999435946,0,PSQ-0330,ELIMINADOR DE OLORES PSQ X U. (500ML),4,765.76,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00136,5493416524997,0,PSQ-0121,BOLSA PANADERIA KRAFT N 5 - X 100U.(20),4,2173.00,1,Pedido: 4 paquete (normalizado: 80 paquete; equiv: 4 paquete),true,false,false
P-00137,5493416524997,0,PSQ-0542,PERFUMINA X 1L,1,775.54,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00138,5493416524997,0,PSQ-0538,PATO BLOQUE ADH X 3 UNID,3,2796.94,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00138,5493416524997,0,PSQ-0175,BOLSAS CONSORCIO 60X90 X 50 UNI,2,4057.44,1,Pedido: 2 paquete (normalizado: 100 paquete; equiv: 2 paquete),true,false,false
P-00138,5493416524997,0,PSQ-0110,BOLSA KRAFT DELIVERY N°4 12.5 X 7 X 24 X 50 U (20),1,3215.54,1,Pedido: 1 paquete (normalizado: 20 paquete; equiv: 1 paquete),true,false,false
P-00138,5493416524997,0,PSQ-0462,LIMPIAVIDRIOS GATILLO 475ML PSQ,2,1671.69,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00139,5493517632424,0,PSQ-0561,PORTA VASOS CAFE X 50 UNI,2,3774.52,4,Pedido: 2 caja (normalizado: 100 caja; equiv: 2 caja),true,false,false
P-00139,5493517632424,0,PSQ-0058,BANDEJA 101 PP X 100 (12),3,5076.40,4,Pedido: 3 caja (normalizado: 36 caja; equiv: 3 caja),true,false,false
P-00139,5493517632424,0,PSQ-0520,PAPEL HIG ELEG/FELPITA 4x30 MTS,4,1269.84,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00140,5493517632424,0,PSQ-0717,TOALLA INTERCALADA EXTRA BLANCO X 2000UNI,3,7894.11,4,Pedido: 3 paquete (normalizado: 6000 paquete; equiv: 3 paquete),true,false,false
P-00140,5493517632424,0,PSQ-0405,FRIOCLEAN 500ML,2,549.34,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00140,5493517632424,0,PSQ-0738,VASO 500ML TRASL X 50UNI,1,3472.33,4,Pedido: 1 caja (normalizado: 50 caja; equiv: 1 caja),true,false,false
P-00140,5493517632424,0,PSQ-0592,REJILLA TRICOLOR CHICA N36,1,654.71,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00141,5493517632424,0,PSQ-0686,SUAVIZANTE P/ROPA X5L,5,3566.34,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00141,5493517632424,0,PSQ-0618,ROLLO COCINA FELPITA X 200PAÑOS,1,1619.56,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00141,5493517632424,0,PSQ-0616,ROLLO COCINA ELEG 3X50PAÑOS,3,1119.05,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00141,5493517632424,0,PSQ-0204,CAJA PIZZA GRANDE ECO VERDE X 100U (1),1,19873.95,4,Pedido: 1 caja (normalizado: 100 caja; equiv: 1 caja),true,false,false
P-00142,5493519107005,0,PSQ-0205,CAJA PIZZA GRIS CORRUGADA X 50U,1,25831.47,2,Pedido: 1 caja (normalizado: 50 caja; equiv: 1 caja),true,false,false
P-00142,5493519107005,0,PSQ-0012,ALCOHOL EN GEL 1LT,4,2452.64,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00142,5493519107005,0,PSQ-0457,LIMPIA TAPIZADOS 500ML PSQ,3,791.69,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00142,5493519107005,0,PSQ-0538,PATO BLOQUE ADH X 3 UNID,5,3216.48,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00143,5493519107005,0,PSQ-0071,BANDEJA DE CARTON N2,2,1738.26,2,Pedido: 2 caja (normalizado: 2 caja; equiv: 2 caja),true,false,false
P-00144,5493519107005,0,PSQ-0618,ROLLO COCINA FELPITA X 200PAÑOS,2,2191.18,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00144,5493519107005,0,PSQ-0175,BOLSAS CONSORCIO 60X90 X 50 UNI,2,4666.06,2,Pedido: 2 paquete (normalizado: 100 paquete; equiv: 2 paquete),true,false,false
P-00145,5493874104594,0,PSQ-0732,VALERINA / PAÑO AMARILLO,2,440.29,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00146,5493874104594,0,PSQ-0330,ELIMINADOR DE OLORES PSQ X U. (500ML),5,765.76,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00146,5493874104594,0,PSQ-0580,QUITAMANCHAS X 1LT,4,1349.63,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00146,5493874104594,0,PSQ-0660,SET FAB SUAVIZANTE X 100LTS CONFORT/ VIVERE,3,38659.10,3,Pedido: 3 set (normalizado: 3 set; equiv: 3 set),true,false,false
P-00146,5493874104594,0,PSQ-0317,DETERGENTE USO DIRECTO X1L,5,1133.41,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00147,5493874104594,0,PSQ-0121,BOLSA PANADERIA KRAFT N 5 - X 100U.(20),5,1955.70,3,Pedido: 5 paquete (normalizado: 100 paquete; equiv: 5 paquete),true,false,false
P-00148,5493876499570,0,PSQ-0759,VIRULANA,2,734.14,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00148,5493876499570,0,PSQ-0317,DETERGENTE USO DIRECTO X1L,4,1448.24,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00148,5493876499570,0,PSQ-0009,ALA EN POLVO 800GRS,5,4170.13,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00149,5493876499570,0,PSQ-0051,AYUDIN CANASTAS P/INOD,4,2549.48,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00149,5493876499570,0,PSQ-0201,CAJA LOMO GRANDE CARTON X 100 (1),4,8585.49,2,Pedido: 4 caja (normalizado: 4 caja; equiv: 4 caja),true,false,false
P-00149,5493876499570,0,PSQ-0091,BLOQUE HARPIC X 1UNI,4,4331.37,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00150,5493876499570,0,PSQ-0542,PERFUMINA X 1L,5,891.87,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00151,5493418277249,25004,PSQ-0016,ANTI-HONGOS GATILLO 500ML PSQ,1,1489.18,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad) - promo fase 2,true,true,true
P-00152,5493587905250,25001,PSQ-0736,VASO 220 CC PLASTICO TRASLUCIDO X 50 (62),5,2852.98,2,Pedido: 5 caja (normalizado: 310 caja; equiv: 5 caja),true,true,false
P-00152,5493587905250,25001,PSQ-0618,ROLLO COCINA FELPITA X 200PAÑOS,2,2191.18,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,true,false
P-00153,5493582641213,25002,PSQ-0712,TENEDOR BLANCO X 100 (1),2,2499.27,3,Pedido: 2 caja (normalizado: 2 caja; equiv: 2 caja),true,true,false
P-00154,5492991227644,25003,PSQ-0291,CUCHILLO BLANCO X 100 (1),5,1326.28,4,Pedido: 5 caja (normalizado: 5 caja; equiv: 5 caja),true,true,false
P-00154,5492991227644,25003,PSQ-0439,JABON PLUS SKIP/ARIEL X5L,3,3523.63,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00154,5492991227644,25003,PSQ-0487,MULTIUSO AZULEJOS X 500ML PSQUIMICA,3,1038.55,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00155,5493587747641,25005,PSQ-0487,MULTIUSO AZULEJOS X 500ML PSQUIMICA,5,1405.09,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,true,false
P-00155,5493587747641,25005,PSQ-0112,BOLSA KRAFT DELIVERY N°6 20 X 11 X 30 X 50 U (5),2,6643.14,2,Pedido: 2 paquete (normalizado: 10 paquete; equiv: 2 paquete),true,true,false
P-00155,5493587747641,25005,PSQ-0561,PORTA VASOS CAFE X 50 UNI,4,5106.70,2,Pedido: 4 caja (normalizado: 200 caja; equiv: 4 caja),true,true,false
P-00156,5492614053074,25006,PSQ-0592,REJILLA TRICOLOR CHICA N36,4,693.23,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,true,false
P-00156,5492614053074,25006,PSQ-0524,PAPEL HIG JUMBO C/CH 8X300MTS ECO,1,5931.82,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,true,false
P-00156,5492614053074,25006,PSQ-0198,CAJA EMPANADA X 100U,1,7026.93,3,Pedido: 1 caja (normalizado: 100 caja; equiv: 1 caja),true,true,false
P-00157,5493514079279,25007,PSQ-0732,VALERINA / PAÑO AMARILLO,3,415.83,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,true,false
P-00157,5493514079279,25007,PSQ-0660,SET FAB SUAVIZANTE X 100LTS CONFORT/ VIVERE,4,36511.37,4,Pedido: 4 set (normalizado: 4 set; equiv: 4 set),true,true,false
P-00157,5493514079279,25007,PSQ-0180,BOLSAS RESIDUOS 45X60 X 50 UNI,5,1001.04,4,Pedido: 5 paquete (normalizado: 250 paquete; equiv: 5 paquete),true,true,false
